ID Cliente,Zona,País,Tipo de producto,ID Pedido,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total
C8802,Centroamérica y Caribe,Haiti,Material de oficina,880257499,6610,651.21,524.96,4304498.1,3469985.6
C8461,Europa,Switzerland,Alimento infantil,846193444,6299,255.28,159.42,1608008.72,1004186.58
C2882,Europa,Italy,Cárnicos,288260066,1414,421.89,364.69,596552.46,515671.66
C7361,Europa,Romania,Cereales,736193692,4928,205.7,117.11,1013689.6,577118.08
C1900,Europa,Georgia,Cereales,190043151,6846,205.7,117.11,1408222.2,801735.06
C7701,Norteamérica,United States of America,Cárnicos,770169770,9205,421.89,364.69,3883497.45,3356971.45
C1672,Australia y Oceanía,Kiribati,Material de oficina,167247378,1071,651.21,524.96,697445.91,562232.16
C1922,Europa,Bosnia and Herzegovina,Snacks,192262303,3543,152.58,97.44,540590.94,345229.92
C9265,África,Mauritius ,Cuidado personal,926513373,4751,81.73,56.67,388299.23,269239.17
C2716,Norteamérica,Greenland,Cárnicos,271611917,4857,421.89,364.69,2049119.73,1771299.33
C6994,África,Zimbabwe,Material de oficina,699481761,1052,651.21,524.96,685072.92,552257.92
C7023,Europa,Belgium,Ropa,702359235,2560,109.28,35.84,279756.8,91750.4
C6427,Europa,Luxembourg,Verduras,642793166,5637,154.06,90.93,868436.22,512572.41
C5036,África,Sudan,Material de oficina,503644883,8568,651.21,524.96,5579567.28,4497857.28
C3380,África,Cote d'Ivoire,Cuidado personal,338088214,6670,81.73,56.67,545139.1,377988.9
C7196,África,Rwanda,Cereales,719609487,7293,205.7,117.11,1500170.1,854083.23
C4920,Norteamérica,Mexico,Verduras,492007529,4816,154.06,90.93,741952.96,437918.88
C8193,Australia y Oceanía,Tuvalu,Verduras,819393670,5651,154.06,90.93,870593.06,513845.43
C2361,África,Guinea-Bissau,Frutas,236191737,3239,9.33,6.92,30219.87,22413.88
C4971,Europa,Greece,Cereales,497138059,3054,205.7,117.11,628207.8,357653.94
C7272,Centroamérica y Caribe,Haiti,Bebida,727281463,7601,47.45,31.79,360667.45,241635.79
C5719,África,Yemen,Cárnicos,571983277,1417,421.89,364.69,597818.13,516765.73
C6469,Europa,Russia,Cuidado personal,646917331,6069,81.73,56.67,496019.37,343930.23
C2880,África,Tunisia ,Alimento infantil,288069951,5155,255.28,159.42,1315968.4,821810.1
C7017,Asia,India,Verduras,701739966,9305,154.06,90.93,1433528.3,846103.65
C9145,Asia,Taiwan,Cereales,914538705,1181,205.7,117.11,242931.7,138306.91
C9233,África,Morocco,Snacks,923389995,474,152.58,97.44,72322.92,46186.56
C3455,África,Zimbabwe,Bebida,345530164,8909,47.45,31.79,422732.05,283217.11
C6685,África,Lebanon,Ropa,668508040,5240,109.28,35.84,572627.2,187801.6
C3001,Australia y Oceanía,Federated States of Micronesia,Material de oficina,300184953,253,651.21,524.96,164756.13,132814.88
C4187,Europa,Macedonia,Frutas,418734729,1766,9.33,6.92,16476.78,12220.72
C9226,África,Ghana,Cosméticos,922643697,9628,437.2,263.33,4209361.6,2535341.24
C8807,Norteamérica,Greenland,Material de oficina,880710685,718,651.21,524.96,467568.78,376921.28
C7820,África,Bahrain,Doméstico,782047021,3947,668.27,502.54,2637661.69,1983525.38
C2860,Europa,Serbia,Alimento infantil,286076533,5258,255.28,159.42,1342262.24,838230.36
C4725,África,Lebanon,Alimento infantil,472535550,2625,255.28,159.42,670110,418477.5
C6914,Europa,Monaco,Cárnicos,691472899,1052,421.89,364.69,443828.28,383653.88
C8132,África,Iran,Alimento infantil,813249909,7575,255.28,159.42,1933746,1207606.5
C7785,África,Mauritius ,Frutas,778540408,6263,9.33,6.92,58433.79,43339.96
C1483,Centroamérica y Caribe,Saint Kitts and Nevis ,Cárnicos,148330724,3212,421.89,364.69,1355110.68,1171384.28
C3539,Europa,Bulgaria,Frutas,353919684,1554,9.33,6.92,14498.82,10753.68
C6469,Europa,Italy,Ropa,646918618,6450,109.28,35.84,704856,231168
C3492,África,Namibia,Verduras,349251353,91,154.06,90.93,14019.46,8274.63
C2031,Europa,San Marino,Bebida,203154218,6702,47.45,31.79,318009.9,213056.58
C1211,Centroamérica y Caribe,The Bahamas,Bebida,121176040,7538,47.45,31.79,357678.1,239633.02
C5361,África,Lebanon,Alimento infantil,536178147,5884,255.28,159.42,1502067.52,938027.28
C1513,Australia y Oceanía,Australia,Verduras,151334369,2058,154.06,90.93,317055.48,187133.94
C8901,Asia,Tajikistan,Cuidado personal,890131032,8408,81.73,56.67,687185.84,476481.36
C2463,Centroamérica y Caribe,El Salvador,Doméstico,246366965,4315,668.27,502.54,2883585.05,2168460.1
C7341,Asia,Indonesia,Cereales,734153497,1189,205.7,117.11,244577.3,139243.79
C4379,Europa,Sweden,Cuidado personal,437914454,7473,81.73,56.67,610768.29,423494.91
C6623,Australia y Oceanía,Tonga,Doméstico,662386167,3641,668.27,502.54,2433171.07,1829748.14
C9826,África,Mozambique,Ropa,982617461,7198,109.28,35.84,786597.44,257976.32
C5939,Europa,Andorra,Cosméticos,593969666,7678,437.2,263.33,3356821.6,2021847.74
C5621,Australia y Oceanía,Solomon Islands,Verduras,562116611,1651,154.06,90.93,254353.06,150125.43
C6730,Europa,Romania,Verduras,673044621,7715,154.06,90.93,1188572.9,701524.95
C7830,Centroamérica y Caribe,Saint Vincent and the Grenadines,Material de oficina,783052527,1499,651.21,524.96,976163.79,786915.04
C3687,Europa,France,Cárnicos,368751657,664,421.89,364.69,280134.96,242154.16
C7770,África,The Gambia,Doméstico,777065837,9904,668.27,502.54,6618546.08,4977156.16
C2752,Australia y Oceanía,Samoa ,Snacks,275231397,5941,152.58,97.44,906477.78,578891.04
C8007,Europa,Serbia,Ropa,800797164,2531,109.28,35.84,276587.68,90711.04
C3116,Centroamérica y Caribe,Saint Vincent and the Grenadines,Cosméticos,311624467,5460,437.2,263.33,2387112,1437781.8
C4358,África,Syria,Bebida,435887134,7544,47.45,31.79,357962.8,239823.76
C6220,Australia y Oceanía,Australia,Verduras,622071492,3633,154.06,90.93,559699.98,330348.69
C3889,África,Cote d'Ivoire,Cosméticos,388976371,5607,437.2,263.33,2451380.4,1476491.31
C6757,Centroamérica y Caribe,Dominican Republic,Cuidado personal,675713098,7376,81.73,56.67,602840.48,417997.92
C6917,África,Rwanda,Frutas,691705501,9884,9.33,6.92,92217.72,68397.28
C1666,África,Chad,Cosméticos,166689908,6103,437.2,263.33,2668231.6,1607102.99
C7007,África,Kenya,Doméstico,700715148,6039,668.27,502.54,4035682.53,3034839.06
C8141,Centroamérica y Caribe,Belize,Bebida,814142549,1727,47.45,31.79,81946.15,54901.33
C8976,Australia y Oceanía,Palau,Snacks,897645938,2236,152.58,97.44,341168.88,217875.84
C9622,África,Equatorial Guinea,Material de oficina,962211644,8663,651.21,524.96,5641432.23,4547728.48
C1891,Asia,Kyrgyzstan,Doméstico,189138495,9139,668.27,502.54,6107319.53,4592713.06
C9800,Asia,Bangladesh,Frutas,980037820,3824,9.33,6.92,35677.92,26462.08
C4068,Asia,Bhutan,Alimento infantil,406833446,9912,255.28,159.42,2530335.36,1580171.04
C5617,Europa,Macedonia,Cárnicos,561761701,6626,421.89,364.69,2795443.14,2416435.94
C9073,Australia y Oceanía,Samoa ,Verduras,907371413,220,154.06,90.93,33893.2,20004.6
C5265,Europa,Austria,Bebida,526523911,8981,47.45,31.79,426148.45,285505.99
C3723,Europa,Italy,Bebida,372393023,8226,47.45,31.79,390323.7,261504.54
C1184,África,Bahrain,Material de oficina,118465077,5304,651.21,524.96,3454017.84,2784387.84
C4085,Australia y Oceanía,Australia,Snacks,408538901,4594,152.58,97.44,700952.52,447639.36
C6067,África,Nigeria,Cosméticos,606725823,2509,437.2,263.33,1096934.8,660694.97
C1474,Europa,Spain,Ropa,147449672,2489,109.28,35.84,271997.92,89205.76
C7854,Europa,Hungary,Cárnicos,785446774,10,421.89,364.69,4218.9,3646.9
C7457,Europa,Bosnia and Herzegovina,Verduras,745765960,7575,154.06,90.93,1167004.5,688794.75
C5737,Asia,South Korea,Cosméticos,573768556,9721,437.2,263.33,4250021.2,2559830.93
C8851,África,The Gambia,Snacks,885128390,8015,152.58,97.44,1222928.7,780981.6
C1158,Europa,Norway,Bebida,115831792,6056,47.45,31.79,287357.2,192520.24
C3721,Norteamérica,Mexico,Frutas,372177588,4474,9.33,6.92,41742.42,30960.08
C6807,Europa,France,Cosméticos,680777108,5930,437.2,263.33,2592596,1561546.9
C1385,Centroamérica y Caribe,Belize,Frutas,138554179,115,9.33,6.92,1072.95,795.8
C1627,África,Malawi,Bebida,162745130,8755,47.45,31.79,415424.75,278321.45
C4408,Asia,India,Cuidado personal,440898787,604,81.73,56.67,49364.92,34228.68
C2808,Asia,Tajikistan,Frutas,280876481,6447,9.33,6.92,60150.51,44613.24
C8608,Europa,Finland,Verduras,860852038,4103,154.06,90.93,632108.18,373085.79
C2793,África,Rwanda,Ropa,279311788,3420,109.28,35.84,373737.6,122572.8
